# Catégorie active et super-active de la fonction publique, PAR GÉNÉRATION
# ------------------------------------------------------------------------
# source_id: legifrance_textes
#
# Le drapeau `categorie_active` existait dans `config.py` sans qu'aucun statut
# le porte : un policier, un aide-soignant, un surveillant pénitentiaire étaient
# calculés comme des sédentaires, et l'âge du sédentaire leur était opposé. Cette
# table porte les trois paramètres que le classement déplace.
#
# CE QUE CHAQUE COLONNE OPPOSE
#   `age_ouverture`   — l'ÂGE ANTICIPÉ (catégorie active) ou l'ÂGE MINORÉ
#                       (super-active) de l'article L. 24, I, 1° du code des
#                       pensions civiles et militaires de retraite : l'âge légal
#                       diminué de cinq ou de dix années.
#   `age_annulation`  — l'âge auquel la décote s'annule. C'était, jusqu'à la
#                       réforme de 2023, la LIMITE D'ÂGE du grade (article L. 14,
#                       dont le barème retranche encore un nombre décroissant de
#                       trimestres, cf. `decote_fonction_publique.csv`) ; c'est
#                       depuis l'article L. 14 bis, dont les 2° et 3° donnent
#                       l'âge anticipé ou minoré majoré de trois années.
#   `services_requis_annees` — la durée de services CLASSÉS qui ouvre le droit à
#                       cet âge, et sans laquelle l'assuré reste au droit commun.
#
# LES DEUX MONTÉES EN CHARGE
#   - loi du 9 novembre 2010 : 55 -> 57 ans (active) et 50 -> 52 ans
#     (super-active), quatre mois pour la génération qui atteint l'ancien âge au
#     second semestre 2011, cinq mois par génération ensuite
#     (décret n° 2011-2103 du 30 décembre 2011, articles 2 et 8). La même loi
#     porte la durée de services actifs de quinze à dix-sept ans : la bascule
#     tombe à la génération qui atteint l'ancien âge le 1er juillet 2011, soit
#     le 1er juillet 1956 pour l'active et le 1er juillet 1961 pour la
#     super-active.
#   - loi du 14 avril 2023, article 10, XXIV, F : 57 -> 59 ans pour les
#     générations nées à compter du 1er septembre 1966, 52 -> 54 ans pour celles
#     nées à compter du 1er septembre 1971, trois mois par génération. Le E du
#     même XXIV fige pendant toute la montée en charge l'âge d'annulation de la
#     décote à soixante-deux ans et à cinquante-sept ans — ce que la règle
#     permanente de L. 14 bis retrouve au terme, l'âge anticipé majoré de trois
#     années.
#   - loi du 30 décembre 2025 (LFSS 2026, article 105) et décret n° 2026-344
#     du 7 mai 2026, article 3, D : la suspension décale la montée en charge
#     d'un trimestre à compter de la génération qui atteint l'âge anticipé en
#     2027 — l'âge majoré de cinq ans reste à 62 ans et 9 mois des nés du
#     1er septembre 1968 au 31 mars 1970, et 64 ans n'est atteint qu'à la
#     génération 1974 (super-active : 1979). Les huit alinéas du 2° et du 3°
#     du D ont été lus un à un sur Légifrance (JORFTEXT000054047709) : 62 ans
#     et 9 mois « pour ceux nés entre le 1er janvier 1968 et le 31 mars 1970 »,
#     63 ans « entre le 1er avril 1970 et le 31 décembre 1970 », puis un
#     trimestre par génération, 64 ans « à compter du 1er janvier 1974 » ;
#     mêmes marches cinq ans plus tard pour la super-active, 64 ans dès 1979.
#     Ces âges majorés moins cinq ou dix années donnent les lignes ci-dessous,
#     niveau `haute` : lues, non recontrôlées par le récupérateur.
#     Le B du même article décale de même la durée requise des emplois classés,
#     et la colonne `duree_requise_trimestres` la porte désormais.
#
# LA DURÉE REQUISE DES EMPLOIS CLASSÉS N'EST PAS CELLE DE LEUR GÉNÉRATION, et le
# modèle la leur opposait. Deux textes identiques au mot près la fixent : le
# XXIV, B de l'article 10 de la loi n° 2023-270 du 14 avril 2023 (version
# LEGIARTI000053280920) pour les fonctionnaires de l'État, et le II, B de
# l'article 13 du décret n° 2023-435 du 3 juin 2023 (version LEGIARTI000054059137,
# issue de l'article 3 du décret n° 2026-344 du 7 mai 2026) pour la CNRACL et le
# FSPOEIE. Ils disent la même chose « par dérogation à l'article L. 13 » :
#
#   catégorie active     169 trimestres du 1er septembre 1966 au 31 décembre
#                        1967, 170 jusqu'au 31 mars 1970, 171 jusqu'à la fin de
#                        1970, 172 à compter de 1971 ;
#   super-active         les mêmes marches cinq ans plus tard : 169 du
#                        1er septembre 1971 à fin 1972, 170 jusqu'au 31 mars
#                        1975, 171 jusqu'à la fin de 1975, 172 dès 1976.
#
# Et pour ceux qui naissent AVANT ces dates, les deux textes renvoient à « celle
# applicable avant l'entrée en vigueur » de la réforme. Cette table-ci l'a lue
# jusqu'au 23 septembre 2026 comme l'article L. 161-17-3 dans sa version du
# 22 janvier 2014 — la durée de la GÉNÉRATION de l'agent —, et c'était manquer la
# seconde phrase du III de l'article L. 13 du code des pensions dans sa version
# de la même date (LEGIARTI000028498258) : « Par dérogation, la durée des
# services et bonifications exigée des fonctionnaires de l'Etat et des
# militaires qui remplissent les conditions de liquidation d'une pension avant
# l'âge de soixante ans est celle exigée des fonctionnaires atteignant cet âge
# l'année à compter de laquelle la liquidation peut intervenir. » Un emploi
# classé ouvre son droit à cinquante-sept ou cinquante-deux ans : la durée qu'on
# lui oppose est celle de la génération qui a SOIXANTE ANS cette année-là, et
# c'est `duree_requise_avant_soixante_ans.csv` qui la porte. La colonne
# `duree_requise_trimestres` est donc vide avant les marches de 2023, et les
# lignes intercalaires qui ne coupaient que la durée ont disparu.
#
# C'est le rapport de la Cour des comptes de septembre 2026 sur les retraites
# des fonctionnaires de l'État qui l'a fait voir : son tableau n° 20 donne 166
# trimestres au super-actif né en 1965 et 168 à celui né jusqu'en août 1971,
# là où cette table portait 169 et 171. La « non-monotonie » qu'elle croyait
# lire dans le texte — 171 trimestres en juin 1971, 169 en octobre — n'y était
# pas : la durée passe de 168 à 169 au 1er septembre 1971, sans retour.
#
# LES GÉNÉRATIONS À DÉCIMALES coupent en cours d'année, comme ailleurs dans ce
# dossier : `1956.5` est le 1er juillet 1956, `1966.667` le 1er septembre 1966.
#
# LA DURÉE SUPER-ACTIVE D'AVANT 2011 (vingt-cinq ans) ne vient pas de L. 24, qui
# ne portait pas encore le paragraphe super-actif : elle vient des statuts de
# corps, celui de la police nationale au premier chef. D'où sa fiabilité
# `moyenne`, quand le reste de la table est lu dans les textes eux-mêmes.
#
# CE QUE LA TABLE NE PORTE PAS. Les dix-sept années des ingénieurs du contrôle
# de la navigation aérienne et les trente-deux années des égoutiers et des
# identificateurs de l'institut médico-légal : le modèle ne connaît pas le corps
# d'appartenance, et retient la durée de la population la plus nombreuse —
# police et surveillance pénitentiaire. Voir `docs/limites.md`.
classement,generation,age_ouverture,age_annulation,services_requis_annees,duree_requise_trimestres,fiabilite
active,1900,55.00,60.00,15,,haute
active,1956.5,55.33,60.33,17,,haute
active,1957,55.75,60.75,17,,haute
active,1958,56.17,61.17,17,,haute
active,1959,56.58,61.58,17,,haute
active,1960,57.00,62.00,17,,haute
active,1966.667,57.25,62.00,17,169,haute
active,1967,57.50,62.00,17,169,haute
active,1968,57.75,62.00,17,170,haute
active,1969,57.75,62.00,17,170,haute
active,1970.25,58.00,62.00,17,171,haute
active,1971,58.25,62.00,17,172,haute
active,1972,58.50,62.00,17,172,haute
active,1973,58.75,62.00,17,172,haute
active,1974,59.00,62.00,17,172,haute
super_active,1900,50.00,55.00,25,,moyenne
super_active,1961.5,50.33,55.33,27,,haute
super_active,1962,50.75,55.75,27,,haute
super_active,1963,51.17,56.17,27,,haute
super_active,1964,51.58,56.58,27,,haute
super_active,1965,52.00,57.00,27,,haute
super_active,1971.667,52.25,57.00,27,169,haute
super_active,1972,52.50,57.00,27,169,haute
super_active,1973,52.75,57.00,27,170,haute
super_active,1974,52.75,57.00,27,170,haute
super_active,1975.25,53.00,57.00,27,171,haute
super_active,1976,53.25,57.00,27,172,haute
super_active,1977,53.50,57.00,27,172,haute
super_active,1978,53.75,57.00,27,172,haute
super_active,1979,54.00,57.00,27,172,haute
